segment	word	token.code	dur	step	stepSize	start.time	end.time	jitter	shimmer	hnr	f1	f2	f3	H1Hz	H2Hz	H1-H2	H1dB	H2dB	H1-A1	A1dB	H1-A2	A2dB	H1-A3	A3dB	pitch.range.min	pitch.range.max	prec.seg	next.seg	prec.seg.wd	next.seg.wd	speaker
AS1	ajan	S06-chunked_ajan-10-5-12	48.06	2	0.02403	2.503	2.527	0.021	0.1103	21.1857	657.835	1750.389	3222.248	218.393	436.786	11.2738	65.4099	54.1161	10.2783	55.1132	23.2141	42.1587	45.852	19.5	98.225	354.902	H	N	H	N	S06
IS0	tijb7ij	S06-chunked_ajan-10-6-15	130	1	0.065	2.98	3.045	0.0202	0.1103	13.4702	928.601	2529.388	3223.106	164.654	329.308	-3.8763	49.2589	53.1402	29.4604	19.773	26.7406	22.4942	26.8279	22.4068	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajan-10-6-15	130	2	0.065	3.045	3.11	0.0452	0.1103	16.8353	594.995	2489.981	3179.175	146.123	292.246	0.0557	55.2928	55.2369	22.3478	32.8915	28.4746	26.7548	28.859	26.3698	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajan-10-6-18	510	1	0.255	3.78	4.035	NA	0.1103	NA	1006.477	1984.021	3658.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajan-10-6-18	510	2	0.255	4.035	4.29	NA	0.1103	NA	1065.519	3163.101	3805.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ajan-11-2-3	40	1	0.02	0.51	0.53	NA	0.1224	NA	1275.645	2214.548	3288.755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ajan-11-2-3	40	2	0.02	0.53	0.55	NA	0.1224	NA	1209.675	2373.715	3228.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ajan-11-3-6	180	1	0.09	1.04	1.13	0.0237	0.1224	13.8574	452.701	1985.42	2959.67	165.473	330.947	2.1134	59.3016	57.1767	-2.8572	62.1749	19.6409	39.5708	24.3995	34.7959	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ajan-11-3-6	180	2	0.09	1.13	1.22	0.0243	0.1224	20.7134	434.227	2085.643	2602.53	190.338	380.675	-3.9985	51.7352	55.7552	-2.9764	54.7274	11.508	40.1743	13.7439	37.9297	98.225	354.902	T	KG	T	KG	S06
AS0	ajan	S06-chunked_ajan-11-4-9	90.97	1	0.04549	1.543	1.588	0.0753	0.1224	13.5599	867.533	1513.289	2583.507	130.604	261.208	0.8341	48.9105	48.075	-3.7101	52.627	8.5191	40.3786	19.9907	28.8936	98.225	354.902	GS	H	GS	H	S06
AS0	ajan	S06-chunked_ajan-11-4-9	90.97	2	0.04549	1.588	1.634	0.019	0.1224	19.8089	874.72	1634.979	2616.344	132.962	265.925	4.2841	55.393	51.1016	3.6547	51.732	12.3329	43.0406	23.546	31.814	98.225	354.902	GS	H	GS	H	S06
AS1	ajan	S06-chunked_ajan-11-4-11	49.75	1	0.02488	1.77	1.795	0.0335	0.1224	15.6725	1326.796	2397.457	3292.723	189.838	379.675	14.2018	61.1818	46.9692	27.1555	34.0082	28.43	32.733	35.1825	25.9778	98.225	354.902	H	N	H	N	S06
AS1	ajan	S06-chunked_ajan-11-4-11	49.75	2	0.02488	1.795	1.82	0.0163	0.1224	18.4935	742.17	1827.75	2679.764	208.703	417.406	7.2471	62.9025	55.6425	8.8475	54.0395	24.2754	38.5901	34.8157	28.0393	98.225	354.902	H	N	H	N	S06
IS0	tijb7ij	S06-chunked_ajan-11-5-14	160	1	0.08	2.23	2.31	NA	0.1224	0.4764	724.051	2271.626	3235.852	179.081	358.161	-4.9335	39.398	44.3394	20.9875	18.3871	25.6711	13.7006	26.0732	13.2983	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajan-11-5-14	160	2	0.08	2.31	2.39	0.0327	0.1224	16.6458	449.889	2186.742	3066.955	204.081	408.162	3.8483	55.7806	51.9133	3.8483	51.9133	27.8385	27.8358	28.0964	27.5773	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajan-11-5-17	510	1	0.255	2.91	3.165	NA	0.1224	NA	985.679	2002.115	3677.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajan-11-5-17	510	2	0.255	3.165	3.42	NA	0.1224	NA	1049.082	2563.968	3789.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ajan_ooch7-12-2-3	30	1	0.015	0.51	0.525	NA	0.0994	NA	1321.161	2518.776	3637.972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ajan_ooch7-12-2-3	30	2	0.015	0.525	0.54	NA	0.0994	3.6556	791.122	2466.919	3309.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ajan_ooch7-12-3-6	210	1	0.105	0.95	1.055	0.0158	0.0994	16.1311	440.463	1984.044	2855.313	177.53	355.061	-0.9462	59.5333	60.4851	5.4978	54.0051	21.2039	38.2287	26.2299	33.1855	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ajan_ooch7-12-3-6	210	2	0.105	1.055	1.16	0.0173	0.0994	20.4247	443.964	2034.296	2600.291	203.637	407.273	-4.2016	51.9657	56.1892	-4.2016	56.1892	19.7875	32.0987	19.6938	32.1927	98.225	354.902	T	KG	T	KG	S06
AS0	ajan	S06-chunked_ajan_ooch7-12-4-9	77.54	1	0.03877	1.411	1.45	0.0622	0.0994	18.3906	803.074	1514.852	2551.72	131.076	262.151	0.2167	51.5613	51.3442	-6.4726	58.0472	7.1562	44.3922	21.7418	29.7864	98.225	354.902	GS	H	GS	H	S06
AS0	ajan	S06-chunked_ajan_ooch7-12-4-9	77.54	2	0.03877	1.45	1.489	0.0223	0.0994	22.943	742.032	1549.65	2572.248	141.275	282.55	2.7477	58.7767	56.0224	4.4128	54.3535	12.4911	46.2583	25.0097	33.7188	98.225	354.902	GS	H	GS	H	S06
AS1	ajan	S06-chunked_ajan_ooch7-12-4-11	69.46	1	0.03473	1.605	1.64	0.0197	0.0994	14.8967	1111.569	2157.991	3721.868	186.619	373.238	8.0887	62.2811	54.184	19.4323	42.8306	35.888	26.3647	43.7286	18.521	98.225	354.902	H	N	H	N	S06
AS1	ajan	S06-chunked_ajan_ooch7-12-4-11	69.46	2	0.03473	1.64	1.675	0.016	0.0994	20.1764	683.83	1675.676	2603.08	209.666	419.332	6.697	64.1902	57.4789	6.8993	57.2762	18.6202	45.5341	32.2799	31.8559	98.225	354.902	H	N	H	N	S06
OL1	ooch7	S06-chunked_ajan_ooch7-12-5-14	124.39	1	0.06219	1.92	1.982	0.0283	0.0994	12.8333	463.728	801.286	2670.25	171.524	343.047	-4.1733	52.8381	57.0372	-6.7543	59.6352	-1.4745	54.3215	35.6669	17.032	98.225	354.902	GS	CHG	GS	CHG	S06
OL1	ooch7	S06-chunked_ajan_ooch7-12-5-14	124.39	2	0.06219	1.982	2.044	0.0122	0.0994	23.6302	505.707	1253.465	2507.142	213.211	426.422	-6.3143	56.7791	63.125	8.5403	48.2014	15.1841	41.5328	34.5004	22.1656	98.225	354.902	GS	CHG	GS	CHG	S06
IS0	tijb7ij	S06-chunked_ajan_ooch7-12-7-18	160	1	0.08	2.51	2.59	0.056	0.0994	4.0453	342.43	1953.783	2881.782	176.305	352.609	-7.3158	37.9055	45.2682	-7.3158	45.2682	20.4532	17.366	24.161	13.6494	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajan_ooch7-12-7-18	160	2	0.08	2.59	2.67	0.0357	0.0994	12.3018	485.745	2154.015	3027.821	201.376	402.752	1.0513	54.8331	53.7773	14.7393	40.0381	27.5221	27.2212	27.419	27.3246	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajan_ooch7-12-7-21	440	1	0.22	3.16	3.38	NA	0.0994	NA	952.82	3261.35	3533.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajan_ooch7-12-7-21	440	2	0.22	3.38	3.6	NA	0.0994	NA	1023.474	2060.179	3775.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ajch7omorsaTnkV-13-2-3	40	1	0.02	0.51	0.53	NA	0.1074	NA	771.068	2200.349	3247.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ajch7omorsaTnkV-13-2-3	40	2	0.02	0.53	0.55	NA	0.1074	NA	579.566	1830.935	3051.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ajch7omorsaTnkV-13-3-6	160	1	0.08	1.02	1.1	0.0212	0.1074	16.3541	420.843	1990.562	2913.79	198.359	396.718	-3.9704	58.0861	62.0818	-3.9704	62.0818	17.5973	40.3976	22.6629	35.312	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ajch7omorsaTnkV-13-3-6	160	2	0.08	1.1	1.18	0.0234	0.1074	21.1103	444.077	1944.556	2536.711	224.447	448.894	-4.6723	54.4485	59.1464	-4.6723	59.1464	18.9398	35.427	17.0374	37.336	98.225	354.902	T	KG	T	KG	S06
AS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-8	57.45	1	0.02873	1.223	1.251	0.1241	0.1074	1.8137	661.397	1960.796	2569.341	212.879	425.757	-4.0068	45.6788	49.6941	10.8294	34.8302	15.9763	29.6759	17.8725	27.7774	98.225	354.902	KG	H	NA	H	S06
AS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-8	57.45	2	0.02873	1.251	1.28	0.0452	0.1074	15.1045	513.462	1795.947	2384.025	200.783	401.567	-2.9347	51.0638	54.009	6.9342	44.1074	15.5624	35.4561	15.7287	35.2893	98.225	354.902	KG	H	NA	H	S06
OS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-11	37.32	1	0.01866	1.491	1.51	0.0085	0.1074	6.0944	334.787	1946.459	2953.713	166.827	333.654	8.0906	63.573	55.4204	8.0906	55.4204	40.6707	22.678	47.6078	15.724	98.225	354.902	CHG	M	CHG	M	S06
OS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-11	37.32	2	0.01866	1.51	1.529	0.0305	0.1074	17.1856	487.715	2153.254	3314.012	161.638	323.275	3.0705	61.6307	58.5472	6.0796	55.5259	41.4783	20.0331	44.8733	16.6338	98.225	354.902	CHG	M	CHG	M	S06
OS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-13	42.28	1	0.02114	1.606	1.627	0.0024	0.1074	17.6415	474.877	1198.22	2392.663	154.176	308.353	-3.0767	56.3717	59.4626	5.4343	50.9143	7.8231	48.5161	23.7902	32.4979	98.225	354.902	M	R	M	R	S06
OS0	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-13	42.28	2	0.02114	1.627	1.648	0.0175	0.1074	16.7813	510.816	1351.476	2373.806	146.992	293.985	-2.2856	56.4783	58.7731	4.8823	51.5777	7.8165	48.6332	20.2335	36.1797	98.225	354.902	M	R	M	R	S06
AST1	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-16	128.53	1	0.06427	1.841	1.906	0.0243	0.1074	17.2614	708.032	1476.522	2472.463	163.636	327.271	5.2573	56.7525	51.4821	1.512	55.2366	7.5038	49.2305	28.47	28.2272	98.225	354.902	S	N	S	N	S06
AST1	ajch7omorsa8nkv	S06-chunked_ajch7omorsaTnkV-13-4-16	128.53	2	0.06427	1.906	1.97	0.0204	0.1074	22.379	772.856	1539.976	3000.625	192.472	384.944	1.6539	53.0814	51.4242	0.9676	52.1118	8.6202	44.445	36.0413	16.9913	98.225	354.902	S	N	S	N	S06
IS0	tijb7ij	S06-chunked_ajch7omorsaTnkV-13-6-21	150	1	0.075	2.41	2.485	NA	0.1074	-0.9878	626.048	1945.323	2991.479	200.378	400.756	4.3504	41.7496	37.3941	24.1095	17.6185	26.809	14.9177	33.7539	7.9703	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajch7omorsaTnkV-13-6-21	150	2	0.075	2.485	2.56	0.0255	0.1074	19.4159	548.746	2121.249	2991.116	205.955	411.91	1.9599	54.0875	52.1242	29.9592	24.091	25.6194	28.4344	29.4096	24.641	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajch7omorsaTnkV-13-6-24	500	1	0.25	2.75	3	NA	0.1074	NA	1039.698	1983.132	3696.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajch7omorsaTnkV-13-6-24	500	2	0.25	3	3.25	NA	0.1074	NA	1023.055	1966.091	3772.825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ajmartoTmb7lV-14-2-3	30	1	0.015	0.51	0.525	NA	0.1054	NA	781.942	2061.142	3360.811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ajmartoTmb7lV-14-2-3	30	2	0.015	0.525	0.54	NA	0.1054	NA	840.374	2072.465	3193.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ajmartoTmb7lV-14-3-6	210	1	0.105	1.12	1.225	0.0197	0.1054	15.0899	450.869	1962.012	2818.791	202.445	404.89	-4.0484	58.3217	62.3926	-4.0484	62.3926	13.6878	44.5689	23.723	34.4974	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ajmartoTmb7lV-14-3-6	210	2	0.105	1.225	1.33	0.0332	0.1054	17.3494	468.304	1976.294	2495.721	236.473	472.945	-5.7292	54.2647	60.0223	-5.7292	60.0223	16.6802	37.5184	16.6827	37.5159	98.225	354.902	T	KG	T	KG	S06
AS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-9	0.003	1	0.000001	2.4	2.4	NA	0.1054	NA	389.827	1743.445	2801.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	NA	GS	NA	GS	S06
AS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-9	0.003	2	0.000001	2.4	2.4	NA	0.1054	NA	389.857	1743.449	2801.902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	NA	GS	NA	GS	S06
AS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-11	31.9	1	0.01595	2.423	2.439	NA	0.1054	9.3104	720.792	1320.977	2446.667	152.27	304.54	-0.0028	48.2978	48.3007	-7.5083	55.8243	6.5605	41.7237	18.8344	29.4295	98.225	354.902	GS	H	GS	H	S06
AS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-11	31.9	2	0.01595	2.439	2.455	0.0076	0.1054	17.8057	738.279	1450.176	2534.06	158.437	316.874	1.4872	53.9053	52.4147	7.707	46.1816	10.5659	43.3173	21.3439	32.5217	98.225	354.902	GS	H	GS	H	S06
OS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-14	62.96	1	0.03148	2.707	2.739	0.0105	0.1054	15.2931	890.218	2497.769	3469.041	154.653	309.306	-2.436	57.7121	60.152	6.14	51.5632	27.7526	29.927	31.3179	26.359	98.225	354.902	M	R	M	R	S06
OS0	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-14	62.96	2	0.03148	2.739	2.77	0.0256	0.1054	18.3683	1097.529	2252.145	3017.078	153.4	306.799	-1.0805	57.0316	58.1134	5.1265	51.8994	24.441	32.5682	30.7964	26.2091	98.225	354.902	M	R	M	R	S06
OST1	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-17	96.23	1	0.04812	2.976	3.024	0.017	0.1054	18.789	491.624	1220.526	2524.958	199.283	398.567	-3.1168	57.2359	60.3687	8.6207	48.5755	9.5241	47.6683	26.1306	31.0052	98.225	354.902	T	M	T	M	S06
OST1	ajmarto8mb7lv	S06-chunked_ajmartoTmb7lV-14-5-17	96.23	2	0.04812	3.024	3.072	0.0244	0.1054	19.6993	479.977	930.256	2476.928	218.829	437.658	-0.6295	58.2479	58.8811	9.7656	48.4307	8.5464	49.6558	30.4366	27.6823	98.225	354.902	T	M	T	M	S06
IS0	tijb7ij	S06-chunked_ajmartoTmb7lV-14-6-22	130	1	0.065	3.64	3.705	NA	0.1054	0.1349	984.359	2050.429	3163.102	190.134	380.267	-2.5088	33.3789	35.8895	21.6948	11.674	22.2747	11.094	28.0289	5.3388	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajmartoTmb7lV-14-6-22	130	2	0.065	3.705	3.77	0.0582	0.1054	9.262	603.807	2308.926	3239.051	178.77	357.54	3.4621	54.1933	50.7249	20.1528	34.0095	26.8729	27.2823	30.1146	24.0377	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajmartoTmb7lV-14-6-25	500	1	0.25	4.45	4.7	NA	0.1054	NA	1149.678	3428.835	3684.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajmartoTmb7lV-14-6-25	500	2	0.25	4.7	4.95	NA	0.1054	NA	1123.711	3762.963	3813.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ajq7iij-15-2-3	30	1	0.015	0.51	0.525	NA	0.1003	NA	843.457	1840.018	3149.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ajq7iij-15-2-3	30	2	0.015	0.525	0.54	NA	0.1003	NA	804.092	2041.371	3148.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ajq7iij-15-3-6	190	1	0.095	1.03	1.125	0.0181	0.1003	15.8993	476.734	1914.368	2818.955	188.32	376.64	0.0789	57.4827	57.4034	-0.2417	57.7256	15.8291	41.5872	26.5547	30.829	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ajq7iij-15-3-6	190	2	0.095	1.125	1.22	0.0333	0.1003	20.9083	447.543	1868.984	2554.7	211.848	423.695	-4.2896	52.4718	56.7839	-4.2896	56.7839	25.8277	26.5467	24.2893	28.0891	98.225	354.902	T	KG	T	KG	S06
AS0	ajq7iij	S06-chunked_ajq7iij-15-5-10	75.19	1	0.03759	1.997	2.034	0.0356	0.1003	12.5637	772.508	1532.862	2424.846	145.163	290.326	2.777	55.3622	52.5795	0.4575	54.9037	11.3268	44.0137	24.7524	30.5687	98.225	354.902	GS	H	GS	H	S06
AS0	ajq7iij	S06-chunked_ajq7iij-15-5-10	75.19	2	0.03759	2.034	2.072	0.0393	0.1003	15.2388	1169.638	1913.441	3121.08	139.959	279.919	8.9367	58.9049	49.9587	18.9076	39.9791	22.1868	36.6975	37.1737	21.702	98.225	354.902	GS	H	GS	H	S06
IL1	ajq7iij	S06-chunked_ajq7iij-15-5-14	161.77	1	0.08088	2.325	2.406	0.0266	0.1003	19.5461	385.835	2550.374	3208.787	209.885	419.771	10.4472	56.7146	46.2088	10.4472	46.2088	35.0375	21.5284	36.0954	20.4681	98.225	354.902	QG	H	QG	H	S06
IL1	ajq7iij	S06-chunked_ajq7iij-15-5-14	161.77	2	0.08088	2.406	2.487	0.0241	0.1003	21.9518	372.563	2407.646	3192.386	235.897	471.793	13.0104	61.6298	48.5362	29.3668	32.1038	29.3528	32.1178	30.2554	31.2119	98.225	354.902	QG	H	QG	H	S06
IS0	tijb7ij	S06-chunked_ajq7iij-15-7-18	150	1	0.075	2.95	3.025	NA	0.1003	3.068	391.922	2007.76	3156.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ajq7iij-15-7-18	150	2	0.075	3.025	3.1	0.024	0.1003	11.0971	429.081	2167.477	3059.592	157.449	314.897	-1.7467	43.4494	45.2027	-0.913	44.3658	21.3374	22.0526	26.6032	16.7781	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ajq7iij-15-7-21	500	1	0.25	3.57	3.82	NA	0.1003	NA	1104.439	3460.613	3722.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ajq7iij-15-7-21	500	2	0.25	3.82	4.07	NA	0.1003	NA	1086.492	3769.336	3820.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_ala7s-16-2-3	30	1	0.015	0.51	0.525	NA	0.0976	NA	1121.678	2320.232	3297.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_ala7s-16-2-3	30	2	0.015	0.525	0.54	NA	0.0976	NA	1217.151	2845.287	4145.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_ala7s-16-3-6	180	1	0.09	0.83	0.92	0.0182	0.0976	16.8571	445.089	1963.437	2942.16	193.365	386.73	-1.1977	59.516	60.7205	-0.7891	60.3096	16.7931	42.6415	22.3379	37.0759	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_ala7s-16-3-6	180	2	0.09	0.92	1.01	0.0271	0.0976	21.4979	460.344	1985.94	2512.597	223.284	446.569	-4.2023	56.3257	60.55	-4.2023	60.55	21.1056	35.1336	19.6806	36.5632	98.225	354.902	T	KG	T	KG	S06
AS0	ala7s	S06-chunked_ala7s-16-4-9	72.76	1	0.03638	1.258	1.294	0.0226	0.0976	25.5364	768.119	1625.889	2589.339	141.029	282.058	0.6296	53.3641	52.7332	1.8271	51.5332	12.9984	40.3419	31.2876	22.0305	98.225	354.902	GS	L	GS	L	S06
AS0	ala7s	S06-chunked_ala7s-16-4-9	72.76	2	0.03638	1.294	1.33	0.0057	0.0976	27.0474	624.633	1637.296	2682.761	143.825	287.651	1.135	56.2335	55.0951	5.0488	51.1702	17.7794	38.4091	31.2745	24.8913	98.225	354.902	GS	L	GS	L	S06
AS1	ala7s	S06-chunked_ala7s-16-4-11	91.66	1	0.04583	1.389	1.435	0.0224	0.0976	19.7047	777.958	1627.255	2684.319	197.474	394.947	0.0782	50.5287	50.4503	-9.3126	59.861	3.9653	46.556	22.7915	27.703	98.225	354.902	L	GS	L	GS	S06
AS1	ala7s	S06-chunked_ala7s-16-4-11	91.66	2	0.04583	1.435	1.481	0.1463	0.0976	12.1351	842.385	1569.953	2606.287	177.562	355.124	1.3234	47.2056	45.8801	-4.0998	51.3124	4.5972	42.6013	22.7982	24.3791	98.225	354.902	L	GS	L	GS	S06
IS0	tijb7ij	S06-chunked_ala7s-16-5-15	150	1	0.075	1.9	1.975	NA	0.0976	2.1313	547.667	1977.092	2888.721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_ala7s-16-5-15	150	2	0.075	1.975	2.05	0.0309	0.0976	16.381	569.155	2164.816	3150.814	216.299	432.597	5.4717	55.6773	50.1896	28.451	27.1614	26.7536	28.8614	28.4656	27.1468	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_ala7s-16-5-18	500	1	0.25	3.13	3.38	NA	0.0976	NA	1054.623	3248.05	3580.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_ala7s-16-5-18	500	2	0.25	3.38	3.63	NA	0.0976	NA	1143.818	3757.118	3809.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
AS1	yaj	S06-chunked_am-17-2-3	30	1	0.015	0.51	0.525	NA	0.1416	NA	1231.83	2316.877	3279.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
AS1	yaj	S06-chunked_am-17-2-3	30	2	0.015	0.525	0.54	NA	0.1416	NA	649.002	2032.847	3195.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	Y	H	Y	H	S06
ES1	tek7	S06-chunked_am-17-3-6	210	1	0.105	1.13	1.235	0.0112	0.1416	18.2589	457.393	2047.022	2901.49	146.081	292.162	-1.0701	56.1996	57.2752	-4.2376	60.4596	24.4256	31.6769	34.2516	21.8275	98.225	354.902	T	KG	T	KG	S06
ES1	tek7	S06-chunked_am-17-3-6	210	2	0.105	1.235	1.34	0.0603	0.1416	13.388	426.964	2118.147	2518.604	158.839	317.678	1.594	50.4704	48.8682	6.0993	44.3412	19.5771	30.8114	22.4977	27.882	98.225	354.902	T	KG	T	KG	S06
AS1	am	S06-chunked_am-17-5-10	75.65	1	0.03783	2.307	2.345	0.0321	0.1416	16.0284	750.68	1384.748	2364.605	181.52	363.039	0.658	54.0542	53.3947	-1.4919	55.5496	4.9585	49.0847	20.9853	33.0296	98.225	354.902	GS	M	GS	M	S06
AS1	am	S06-chunked_am-17-5-10	75.65	2	0.03783	2.345	2.383	0.0195	0.1416	20.9153	706.862	1334.193	2400.515	211.997	423.995	6.1913	62.4147	56.206	9.1656	53.224	9.5641	52.8244	29.6137	32.7344	98.225	354.902	GS	M	GS	M	S06
IS0	tijb7ij	S06-chunked_am-17-6-13	170	1	0.085	2.86	2.945	0.0548	0.1416	9.2795	323.347	1910.59	3070.217	174.269	348.538	-4.2671	46.0283	50.3254	5.6834	40.3092	30.9384	14.9533	27.1755	18.7253	98.225	354.902	T	H	T	H	S06
IS0	tijb7ij	S06-chunked_am-17-6-13	170	2	0.085	2.945	3.03	0.0183	0.1416	20.1621	530.848	2118.42	3104.945	197.416	394.832	1.7402	53.3558	51.6097	24.2377	29.0542	27.2376	26.049	33.4466	19.8309	98.225	354.902	T	H	T	H	S06
IS1	tijb7ij	S06-chunked_am-17-6-16	520	1	0.26	3.58	3.84	NA	0.1416	NA	1101.113	3345.06	3667.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
IS1	tijb7ij	S06-chunked_am-17-6-16	520	2	0.26	3.84	4.1	NA	0.1416	NA	1128.378	3761.692	3812.362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.225	354.902	BG	H	BG	H	S06
