vowel.code	token.code	dur	step	stepSize	start.time	end.time	formant	freq	speaker
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	7	0.01247	1.559	1.571	F1	241.16	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	7	0.01247	1.559	1.571	F2	2206.04	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	7	0.01247	1.559	1.571	F3	2984.57	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	8	0.01247	1.571	1.584	F1	288.59	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	8	0.01247	1.571	1.584	F2	2154.56	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	8	0.01247	1.571	1.584	F3	2982.17	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	9	0.01247	1.584	1.596	F1	382.37	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	9	0.01247	1.584	1.596	F2	2301.18	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	9	0.01247	1.584	1.596	F3	3006.98	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	10	0.01247	1.596	1.609	F1	371.45	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	10	0.01247	1.596	1.609	F2	1428.31	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	10	0.01247	1.596	1.609	F3	2943.17	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	11	0.01247	1.609	1.621	F1	283.46	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	11	0.01247	1.609	1.621	F2	1495.98	CM-subject1
0ikw1	0ikw1-CM-subject1_list1_sent17	137.14	11	0.01247	1.609	1.621	F3	2898.29	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	1	0.01442	1.275	1.290	F1	364.92	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	1	0.01442	1.275	1.290	F2	2608.56	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	1	0.01442	1.275	1.290	F3	2854.87	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	2	0.01442	1.290	1.304	F1	466.90	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	2	0.01442	1.290	1.304	F2	2616.36	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	2	0.01442	1.290	1.304	F3	2854.30	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	3	0.01442	1.304	1.319	F1	457.45	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	3	0.01442	1.304	1.319	F2	2723.08	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	3	0.01442	1.304	1.319	F3	2838.07	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	4	0.01442	1.319	1.333	F1	439.28	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	4	0.01442	1.319	1.333	F2	2777.46	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	4	0.01442	1.319	1.333	F3	3096.29	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	5	0.01442	1.333	1.347	F1	465.72	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	5	0.01442	1.333	1.347	F2	2728.04	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	5	0.01442	1.333	1.347	F3	3000.68	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	6	0.01442	1.347	1.362	F1	462.49	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	6	0.01442	1.347	1.362	F2	2573.62	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	6	0.01442	1.347	1.362	F3	2918.55	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	7	0.01442	1.362	1.376	F1	469.64	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	7	0.01442	1.362	1.376	F2	2500.81	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	7	0.01442	1.362	1.376	F3	2885.50	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	8	0.01442	1.376	1.391	F1	460.71	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	8	0.01442	1.376	1.391	F2	2521.94	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	8	0.01442	1.376	1.391	F3	2835.92	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	9	0.01442	1.391	1.405	F1	429.41	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	9	0.01442	1.391	1.405	F2	2314.60	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	9	0.01442	1.391	1.405	F3	2823.17	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	10	0.01442	1.405	1.419	F1	418.53	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	10	0.01442	1.405	1.419	F2	1976.25	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	10	0.01442	1.405	1.419	F3	2809.35	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	11	0.01442	1.419	1.434	F1	393.07	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	11	0.01442	1.419	1.434	F2	1596.33	CM-subject1
jibw1	jibw1-CM-subject1_list1_sent2	158.58	11	0.01442	1.419	1.434	F3	2835.11	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	1	0.02262	1.585	1.608	F1	544.87	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	1	0.02262	1.585	1.608	F2	1080.35	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	1	0.02262	1.585	1.608	F3	2928.07	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	2	0.02262	1.608	1.631	F1	602.87	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	2	0.02262	1.608	1.631	F2	1107.35	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	2	0.02262	1.608	1.631	F3	2873.96	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	3	0.02262	1.631	1.653	F1	581.30	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	3	0.02262	1.631	1.653	F2	1090.25	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	3	0.02262	1.631	1.653	F3	2919.66	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	4	0.02262	1.653	1.676	F1	577.08	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	4	0.02262	1.653	1.676	F2	1042.23	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	4	0.02262	1.653	1.676	F3	2929.18	CM-subject1
wagw1	wagw1-CM-subject1_list1_sent20	248.85	5	0.02262	1.676	1.699	F1	606.62	CM-subject1
