segment	code	word	start.time	token.code	interval.num	step	step.size	seg.dur	pitch.Hz	pitch.ERB	mean.pitch.Hz	mean.pitch.ERB	min.pitch.Hz	min.pitch.ERB	min.pitch.loc	min.pitch.loc.perc	max.pitch.Hz	max.pitch.ERB	max.pitch.loc	max.pitch.loc.perc	pitch.range.min	pitch.range.max	speaker
AS0	qapoop-qapoop-g-l	qapoop	2892.486	S04-10	16	6	0.0046	41.848	118.739	3.4939	122.428	3.5856	117.287	3.4574	36.321	0.868	133.962	3.8703	0	0	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	2892.486	S04-10	16	7	0.0046	41.848	117.875	3.4722	122.428	3.5856	117.287	3.4574	36.321	0.868	133.962	3.8703	0	0	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	2892.486	S04-10	16	8	0.0046	41.848	117.434	3.4611	122.428	3.5856	117.287	3.4574	36.321	0.868	133.962	3.8703	0	0	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	2892.486	S04-10	16	9	0.0046	41.848	117.287	3.4574	122.428	3.5856	117.287	3.4574	36.321	0.868	133.962	3.8703	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	1	0.0082	73.811	135.474	3.9071	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	2	0.0082	73.811	135.079	3.8976	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	3	0.0082	73.811	134.477	3.8830	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	4	0.0082	73.811	133.784	3.8661	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	5	0.0082	73.811	132.928	3.8453	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	6	0.0082	73.811	131.722	3.8159	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	7	0.0082	73.811	130.069	3.7754	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	8	0.0082	73.811	128.122	3.7276	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	3078.660	S04-10	18	9	0.0082	73.811	126.231	3.6809	131.987	3.8221	125.329	3.6586	73.811	1.000	135.600	3.9102	0	0	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	1	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	2	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	3	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	4	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	5	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	6	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	7	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	8	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1173.972	S04-11	13	9	0.0116	104.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	1	0.0077	69.118	132.757	3.8411	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	2	0.0077	69.118	131.339	3.8065	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	3	0.0077	69.118	129.035	3.7500	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	4	0.0077	69.118	126.417	3.6855	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	5	0.0077	69.118	123.728	3.6188	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	6	0.0077	69.118	121.117	3.5536	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	7	0.0077	69.118	118.637	3.4914	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	8	0.0077	69.118	116.344	3.4335	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1300.000	S04-11	15	9	0.0077	69.118	114.330	3.3824	123.591	3.6143	113.439	3.3597	69.118	1.000	132.826	3.8428	5.823	0.084	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	1	0.0058	51.764	138.411	3.9779	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	2	0.0058	51.764	135.349	3.9039	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	3	0.0058	51.764	131.735	3.8160	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	4	0.0058	51.764	128.075	3.7263	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	5	0.0058	51.764	125.172	3.6546	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	6	0.0058	51.764	122.883	3.5978	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	7	0.0058	51.764	121.718	3.5687	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	8	0.0058	51.764	121.203	3.5559	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
AS0	qapoop-qapoop-g-l	qapoop	1396.852	S04-12	15	9	0.0058	51.764	121.260	3.5573	127.312	3.7065	120.996	3.5507	44.530	0.860	138.797	3.9873	3.076	0.059	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	1	0.0070	62.794	132.124	3.8257	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	2	0.0070	62.794	131.323	3.8061	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	3	0.0070	62.794	129.524	3.7621	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	4	0.0070	62.794	127.252	3.7061	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	5	0.0070	62.794	124.871	3.6472	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	6	0.0070	62.794	122.622	3.5913	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	7	0.0070	62.794	120.639	3.5417	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	8	0.0070	62.794	119.004	3.5007	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
OL1	qapoop-qapoop-g-l	qapoop	1570.000	S04-12	17	9	0.0070	62.794	117.647	3.4664	124.712	3.6426	117.010	3.4504	62.794	1.000	132.124	3.8257	7.108	0.113	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	1	0.0078	70.000	131.025	3.7989	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	2	0.0078	70.000	131.522	3.8110	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	3	0.0078	70.000	131.703	3.8154	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	4	0.0078	70.000	131.500	3.8105	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	5	0.0078	70.000	130.902	3.7959	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	6	0.0078	70.000	129.979	3.7733	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	7	0.0078	70.000	128.832	3.7451	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	8	0.0078	70.000	127.464	3.7114	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	930.000	S04-13	10	9	0.0078	70.000	125.716	3.6682	129.849	3.7700	124.703	3.6431	70.000	1.000	131.769	3.8171	19.300	0.276	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	1	0.0062	55.580	155.493	4.3808	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	2	0.0062	55.580	152.364	4.3081	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	3	0.0062	55.580	149.026	4.2301	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	4	0.0062	55.580	145.613	4.1496	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	5	0.0062	55.580	142.355	4.0723	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	6	0.0062	55.580	139.210	3.9971	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	7	0.0062	55.580	136.184	3.9242	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	8	0.0062	55.580	133.142	3.8504	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1454.420	S04-13	13	9	0.0062	55.580	130.049	3.7749	142.604	4.0764	128.460	3.7358	55.580	1.000	156.797	4.4110	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	1	0.0078	70.000	132.775	3.8416	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	2	0.0078	70.000	132.151	3.8264	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	3	0.0078	70.000	131.381	3.8076	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	4	0.0078	70.000	130.447	3.7847	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	5	0.0078	70.000	129.347	3.7577	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	6	0.0078	70.000	128.069	3.7263	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	7	0.0078	70.000	126.550	3.6888	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	8	0.0078	70.000	124.675	3.6424	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
IS0	jxajab7-ijxájb7-g-l	ijxa8jb7	860.000	S04-14	10	9	0.0078	70.000	122.326	3.5839	128.636	3.7399	120.996	3.5506	70.000	1.000	133.052	3.8483	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	1	0.0044	39.691	147.537	4.1952	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	2	0.0044	39.691	146.964	4.1817	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	3	0.0044	39.691	145.918	4.1569	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	4	0.0044	39.691	144.601	4.1258	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	5	0.0044	39.691	142.937	4.0862	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	6	0.0044	39.691	140.972	4.0393	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	7	0.0044	39.691	138.744	3.9859	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	8	0.0044	39.691	136.163	3.9236	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
AST1	jxajab7-ijxájb7-g-l	ijxa8jb7	1152.265	S04-14	13	9	0.0044	39.691	133.412	3.8569	141.917	4.0613	131.875	3.8193	39.691	1.000	147.820	4.2018	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	1	0.0120	107.676	151.180	4.2805	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	2	0.0120	107.676	145.749	4.1528	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	3	0.0120	107.676	141.313	4.0475	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	4	0.0120	107.676	138.534	3.9809	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	5	0.0120	107.676	136.673	3.9361	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	6	0.0120	107.676	134.894	3.8931	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	7	0.0120	107.676	132.751	3.8410	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	8	0.0120	107.676	130.205	3.7788	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
ALT1	jcháaj-jcháaj-g-m	jcha8aj	2465.892	S04-15	13	9	0.0120	107.676	127.195	3.7047	137.610	3.9573	125.491	3.6626	107.676	1.000	153.693	4.3391	0	0	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	1	0.0058	52.210	168.239	4.6718	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	2	0.0058	52.210	167.776	4.6614	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	3	0.0058	52.210	166.891	4.6414	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	4	0.0058	52.210	165.188	4.6028	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	5	0.0058	52.210	162.901	4.5508	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	6	0.0058	52.210	159.966	4.4838	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	7	0.0058	52.210	156.394	4.4015	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	8	0.0058	52.210	152.496	4.3111	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AST1	xajab7-xájab7-f-l	xa8jab7	1050.813	S04-16	13	9	0.0058	52.210	148.253	4.2118	160.864	4.5032	146.146	4.1623	52.210	1.000	168.247	4.6720	4.922	0.094	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	1	0.0030	27.362	134.757	3.8897	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	2	0.0030	27.362	134.977	3.8951	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	3	0.0030	27.362	135.171	3.8998	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	4	0.0030	27.362	135.195	3.9004	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	5	0.0030	27.362	135.189	3.9002	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	6	0.0030	27.362	135.161	3.8996	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	7	0.0030	27.362	134.954	3.8945	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	8	0.0030	27.362	134.706	3.8885	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AS0	xajab7-xájab7-f-l	xa8jab7	1160.000	S04-16	15	9	0.0030	27.362	134.451	3.8823	134.951	3.8945	134.294	3.8785	27.362	1.000	135.279	3.9024	12.045	0.440	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	1	0.0062	55.457	169.844	4.7078	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	2	0.0062	55.457	167.363	4.6520	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	3	0.0062	55.457	164.630	4.5902	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	4	0.0062	55.457	161.734	4.5243	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	5	0.0062	55.457	158.768	4.4563	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	6	0.0062	55.457	155.745	4.3866	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	7	0.0062	55.457	152.644	4.3147	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	8	0.0062	55.457	149.441	4.2398	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AST1	xajab7-xájb7VR-f-l	xa8jb7vr	718.607	S04-17	8	9	0.0062	55.457	146.166	4.1627	158.482	4.4483	144.489	4.1230	55.457	1.000	170.824	4.7298	0	0	80.4268	275.0973	S04
AS0	qapoop-qapoop-f-l	qapoop	1840.000	S04-18	17	1	0.0044	40.000	143.885	4.1088	138.924	3.9900	135.210	3.9007	28.564	0.714	144.527	4.1240	0.588	0.015	80.4268	275.0973	S04
AS0	qapoop-qapoop-f-l	qapoop	1840.000	S04-18	17	2	0.0044	40.000	142.196	4.0685	138.924	3.9900	135.210	3.9007	28.564	0.714	144.527	4.1240	0.588	0.015	80.4268	275.0973	S04
AS0	qapoop-qapoop-f-l	qapoop	1840.000	S04-18	17	3	0.0044	40.000	140.504	4.0281	138.924	3.9900	135.210	3.9007	28.564	0.714	144.527	4.1240	0.588	0.015	80.4268	275.0973	S04
