segment	code	word	start.time	token.code	interval.num	step	step.size	seg.dur	pitch.Hz	pitch.ERB	mean.pitch.Hz	mean.pitch.ERB	min.pitch.Hz	min.pitch.ERB	min.pitch.loc	min.pitch.loc.perc	max.pitch.Hz	max.pitch.ERB	max.pitch.loc	max.pitch.loc.perc	pitch.range.min	pitch.range.max	speaker
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	4	0.0025	22.591	114.625	3.3899	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	5	0.0025	22.591	114.625	3.3899	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	6	0.0025	22.591	NA	NA	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	7	0.0025	22.591	NA	NA	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	8	0.0025	22.591	NA	NA	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-g-l	qapoop	1411.838	S07-11	14	9	0.0025	22.591	NA	NA	115.251	3.4058	114.625	3.3899	7.455	0.330	116.672	3.4418	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	1	0.0098	88.307	109.112	3.2488	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	2	0.0098	88.307	108.071	3.2219	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	3	0.0098	88.307	106.294	3.1759	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	4	0.0098	88.307	104.029	3.1169	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	5	0.0098	88.307	101.814	3.0590	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	6	0.0098	88.307	100.241	3.0177	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	7	0.0098	88.307	99.898	3.0086	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	8	0.0098	88.307	101.073	3.0395	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-g-l	qapoop	1581.693	S07-11	16	9	0.0098	88.307	102.990	3.0898	103.725	3.1087	99.648	3.0020	61.279	0.694	109.414	3.2566	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	1	0.0103	92.640	129.435	3.7598	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	2	0.0103	92.640	124.827	3.6460	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	3	0.0103	92.640	120.099	3.5280	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	4	0.0103	92.640	115.824	3.4202	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	5	0.0103	92.640	112.157	3.3269	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	6	0.0103	92.640	108.994	3.2457	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	7	0.0103	92.640	106.100	3.1708	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	8	0.0103	92.640	103.110	3.0929	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AST1	jxajab7-xájab7-g-l	ijxa8jab7	1357.372	S07-12	11	9	0.0103	92.640	99.639	3.0017	113.354	3.3547	97.707	2.9506	92.640	1.000	131.449	3.8091	0	0	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	1	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	2	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	3	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	4	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	5	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	6	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	7	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	8	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AS0	jxajab7-xájab7-g-l	ijxa8jab7	1532.696	S07-12	13	9	0.0037	33.719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	1	0.0091	82.239	126.818	3.6953	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	2	0.0091	82.239	122.226	3.5813	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	3	0.0091	82.239	117.603	3.4652	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	4	0.0091	82.239	113.396	3.3585	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	5	0.0091	82.239	109.803	3.2665	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	6	0.0091	82.239	106.863	3.1906	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	7	0.0091	82.239	104.514	3.1296	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	8	0.0091	82.239	102.646	3.0808	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
AST1	jxajab7-jxájb7-g-m	jxa8jb7	1126.966	S07-13	12	9	0.0091	82.239	101.216	3.0433	111.676	3.3123	100.669	3.0289	82.239	1.000	129.031	3.7500	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	1	0.0207	185.976	131.931	3.8207	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	2	0.0207	185.976	124.369	3.6347	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	3	0.0207	185.976	120.341	3.5342	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	4	0.0207	185.976	118.103	3.4780	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	5	0.0207	185.976	116.496	3.4374	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	6	0.0207	185.976	114.789	3.3941	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	7	0.0207	185.976	111.650	3.3139	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	8	0.0207	185.976	106.892	3.1913	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-l	cha8aj	1150.000	S07-14	11	9	0.0207	185.976	101.201	3.0428	116.197	3.4275	98.297	2.9663	185.976	1.000	136.255	3.9259	0	0	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	1	0.0234	211.023	137.296	3.9511	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	2	0.0234	211.023	132.659	3.8387	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	3	0.0234	211.023	129.119	3.7521	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	4	0.0234	211.023	127.858	3.7211	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	5	0.0234	211.023	128.230	3.7303	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	6	0.0234	211.023	130.609	3.7887	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	7	0.0234	211.023	135.078	3.8975	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	8	0.0234	211.023	138.013	3.9684	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
ALT1	jcháaj-cháaj-g-m	cha8aj	1020.000	S07-15	10	9	0.0234	211.023	136.290	3.9268	132.795	3.8416	127.729	3.7180	88.029	0.417	138.362	3.9768	178.419	0.845	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	1	0.0061	54.926	148.430	4.2162	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	2	0.0061	54.926	148.418	4.2159	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	3	0.0061	54.926	148.296	4.2130	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	4	0.0061	54.926	147.939	4.2046	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	5	0.0061	54.926	147.206	4.1874	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	6	0.0061	54.926	146.088	4.1610	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	7	0.0061	54.926	144.730	4.1288	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	8	0.0061	54.926	143.099	4.0901	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
IS0	xajab7-inxájb7-f-l	inxa8jb7	625.331	S07-16	7	9	0.0061	54.926	141.303	4.0473	145.942	4.1574	140.369	4.0249	54.926	1.000	148.430	4.2162	9.702	0.177	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	1	0.0071	64.283	141.556	4.0533	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	2	0.0071	64.283	138.967	3.9913	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	3	0.0071	64.283	135.611	3.9103	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	4	0.0071	64.283	132.180	3.8269	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	5	0.0071	64.283	128.958	3.7481	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	6	0.0071	64.283	126.121	3.6782	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	7	0.0071	64.283	123.740	3.6191	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	8	0.0071	64.283	121.810	3.5710	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
AST1	xajab7-inxájb7-f-l	inxa8jb7	898.945	S07-16	10	9	0.0071	64.283	120.251	3.5320	129.911	3.7700	119.609	3.5159	64.283	1.000	142.484	4.0755	0.938	0.015	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	1	0.0036	32.275	138.855	3.9886	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	2	0.0036	32.275	139.685	4.0086	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	3	0.0036	32.275	140.227	4.0216	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	4	0.0036	32.275	140.748	4.0340	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	5	0.0036	32.275	141.011	4.0403	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	6	0.0036	32.275	141.048	4.0412	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	7	0.0036	32.275	141.048	4.0412	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	8	0.0036	32.275	140.685	4.0325	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
IS0	xajab7-inxájab7-f-l	inxa8jab7	660.000	S07-17	10	9	0.0036	32.275	140.233	4.0217	140.393	4.0255	138.394	3.9776	0	0	141.206	4.0450	19.680	0.610	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	1	0.0088	79.136	142.881	4.0848	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	2	0.0088	79.136	138.108	3.9705	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	3	0.0088	79.136	133.347	3.8554	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	4	0.0088	79.136	129.310	3.7567	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	5	0.0088	79.136	126.145	3.6788	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	6	0.0088	79.136	123.699	3.6181	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	7	0.0088	79.136	121.806	3.5709	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	8	0.0088	79.136	120.402	3.5358	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AST1	xajab7-inxájab7-f-l	inxa8jab7	884.965	S07-17	13	9	0.0088	79.136	119.472	3.5124	128.352	3.7315	119.169	3.5048	79.136	1.000	144.979	4.1346	0	0	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	1	0.0055	49.653	122.008	3.5760	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	2	0.0055	49.653	122.481	3.5878	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	3	0.0055	49.653	122.932	3.5990	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	4	0.0055	49.653	123.371	3.6100	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	5	0.0055	49.653	123.830	3.6214	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	6	0.0055	49.653	124.252	3.6319	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	7	0.0055	49.653	124.542	3.6391	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	8	0.0055	49.653	124.584	3.6401	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	xajab7-inxájab7-f-l	inxa8jab7	1013.753	S07-17	15	9	0.0055	49.653	124.335	3.6339	123.593	3.6155	121.754	3.5696	0	0	124.694	3.6429	39.253	0.791	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	1	0.0054	49.047	142.234	4.0694	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	2	0.0054	49.047	140.151	4.0197	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	3	0.0054	49.047	138.198	3.9728	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	4	0.0054	49.047	136.363	3.9286	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	5	0.0054	49.047	134.816	3.8912	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	6	0.0054	49.047	133.501	3.8592	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	7	0.0054	49.047	132.488	3.8346	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	8	0.0054	49.047	132.141	3.8261	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	684.670	S07-18	8	9	0.0054	49.047	NA	NA	136.401	3.9292	132.141	3.8261	37.181	0.758	143.282	4.0944	0	0	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	1	0.0162	145.422	132.124	3.8257	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	2	0.0162	145.422	133.161	3.8510	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	3	0.0162	145.422	134.442	3.8821	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	4	0.0162	145.422	136.655	3.9357	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	5	0.0162	145.422	140.102	4.0185	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	6	0.0162	145.422	144.543	4.1243	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	7	0.0162	145.422	149.284	4.2362	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	8	0.0162	145.422	153.448	4.3334	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
OL1	qapoop-qapoop-f-m	qapoop	930.558	S07-18	10	9	0.0162	145.422	155.878	4.3898	142.182	4.0663	131.599	3.8129	0	0	156.272	4.3989	141.274	0.971	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	760.476	S07-19	8	1	0.0052	46.554	129.683	3.7659	124.263	3.6319	120.653	3.5421	36.547	0.785	130.632	3.7892	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	760.476	S07-19	8	2	0.0052	46.554	127.793	3.7195	124.263	3.6319	120.653	3.5421	36.547	0.785	130.632	3.7892	0	0	79.2902	276.0738	S07
AS0	qapoop-qapoop-f-m	qapoop	760.476	S07-19	8	3	0.0052	46.554	125.960	3.6742	124.263	3.6319	120.653	3.5421	36.547	0.785	130.632	3.7892	0	0	79.2902	276.0738	S07
