segment	code	word	start.time	token.code	interval.num	step	step.size	seg.dur	pitch.Hz	pitch.ERB	mean.pitch.Hz	mean.pitch.ERB	min.pitch.Hz	min.pitch.ERB	max.pitch.Hz	max.pitch.ERB	pitch.range.min	pitch.range.max	speaker
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	3	0.0200	180.000	214.543	5.6651	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	4	0.0200	180.000	212.745	5.6283	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	5	0.0200	180.000	214.503	5.6644	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	6	0.0200	180.000	216.291	5.7009	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	7	0.0200	180.000	215.225	5.6791	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	8	0.0200	180.000	210.421	5.5804	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	kaach7-ijkaach7-f-l	ijkaach7	1270.000	S03-35	11	9	0.0200	180.000	201.437	5.3931	214.402	5.6614	194.590	5.2487	227.974	5.9365	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	1	0.0233	210.000	218.054	5.7367	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	2	0.0233	210.000	214.521	5.6647	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	3	0.0233	210.000	214.390	5.6621	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	4	0.0233	210.000	216.987	5.7151	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	5	0.0233	210.000	224.704	5.8709	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	6	0.0233	210.000	236.415	6.1032	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	7	0.0233	210.000	248.816	6.3436	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	8	0.0233	210.000	262.627	6.6050	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
AL1	jkaach7-kaach7-f-m	kaach7	1110.000	S03-36	10	9	0.0233	210.000	268.851	6.7208	233.929	6.0469	214.063	5.6554	274.233	6.8200	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	1	0.0056	50.000	NA	NA	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	2	0.0056	50.000	NA	NA	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	3	0.0056	50.000	196.161	5.2821	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	4	0.0056	50.000	195.757	5.2735	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	5	0.0056	50.000	193.400	5.2232	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	6	0.0056	50.000	189.708	5.1441	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	7	0.0056	50.000	187.315	5.0925	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	8	0.0056	50.000	185.256	5.0479	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-l	jte8lb7	1560.000	S03-37	17	9	0.0056	50.000	182.352	4.9847	189.431	5.1377	180.699	4.9485	196.161	5.2821	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	1	0.0078	70.000	NA	NA	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	2	0.0078	70.000	NA	NA	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	3	0.0078	70.000	NA	NA	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	4	0.0078	70.000	213.351	5.6408	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	5	0.0078	70.000	212.584	5.6250	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	6	0.0078	70.000	211.873	5.6104	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	7	0.0078	70.000	210.711	5.5865	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	8	0.0078	70.000	208.552	5.5418	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
EST1	jtéleb7-jtélb7-g-m	jte8lb7	2100.000	S03-38	18	9	0.0078	70.000	213.795	5.6494	211.797	5.6087	207.277	5.5154	220.085	5.7779	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	1	0.0089	80.000	189.388	5.1372	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	2	0.0089	80.000	184.393	5.0291	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	3	0.0089	80.000	180.549	4.9452	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	4	0.0089	80.000	178.630	4.9031	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	5	0.0089	80.000	178.017	4.8896	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	6	0.0089	80.000	177.319	4.8741	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	7	0.0089	80.000	181.544	4.9668	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	8	0.0089	80.000	190.986	5.1713	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
AS0	qaxoot-qaxoot-g-l	qaxoot	1300.000	S03-39	12	9	0.0089	80.000	184.954	5.0410	182.757	4.9929	176.076	4.8467	194.715	5.2515	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	1	0.0122	110.000	186.133	5.0670	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	2	0.0122	110.000	182.593	4.9899	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	3	0.0122	110.000	180.376	4.9414	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	4	0.0122	110.000	180.887	4.9527	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	5	0.0122	110.000	180.582	4.9460	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	6	0.0122	110.000	179.820	4.9293	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	7	0.0122	110.000	179.558	4.9235	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	8	0.0122	110.000	178.881	4.9086	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
OL1	qaxoot-qaxoot-g-l	qaxoot	1540.000	S03-39	14	9	0.0122	110.000	176.803	4.8627	180.511	4.9443	174.164	4.8047	186.981	5.0853	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	1	0.0067	60.000	NA	NA	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	2	0.0067	60.000	221.693	5.8105	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	3	0.0067	60.000	225.445	5.8857	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	4	0.0067	60.000	217.720	5.7293	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	5	0.0067	60.000	205.970	5.4881	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	6	0.0067	60.000	202.576	5.4174	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	7	0.0067	60.000	201.184	5.3882	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	8	0.0067	60.000	199.185	5.3460	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
IS0	kinaq7-kinaq7-f-l	kinaq7	750.000	S03-4	6	9	0.0067	60.000	195.540	5.2688	207.948	5.5270	192.787	5.2101	227.797	5.9330	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	1	0.0089	80.000	234.408	6.0639	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	2	0.0089	80.000	238.910	6.1521	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	3	0.0089	80.000	245.301	6.2762	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	4	0.0089	80.000	251.204	6.3895	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	5	0.0089	80.000	257.600	6.5108	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	6	0.0089	80.000	261.602	6.5861	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	7	0.0089	80.000	263.718	6.6257	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	8	0.0089	80.000	263.002	6.6123	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
AS1	kinaq7-kinaq7-f-l	kinaq7	920.000	S03-4	8	9	0.0089	80.000	256.818	6.4961	252.507	6.4125	232.532	6.0267	264.182	6.6344	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	1	0.0211	190.000	216.116	5.6973	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	2	0.0211	190.000	230.606	5.9880	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	3	0.0211	190.000	241.333	6.1994	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	4	0.0211	190.000	247.757	6.3235	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	5	0.0211	190.000	254.420	6.4507	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	6	0.0211	190.000	255.689	6.4748	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	7	0.0211	190.000	244.711	6.2643	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	8	0.0211	190.000	217.692	5.7271	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-l	jch7u8uk7	1260.000	S03-40	12	9	0.0211	190.000	199.627	5.3554	239.478	6.1587	199.279	5.3481	256.490	6.4900	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	1	0.0089	80.000	206.511	5.4989	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	2	0.0089	80.000	198.385	5.3291	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	3	0.0089	80.000	193.484	5.2250	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	4	0.0089	80.000	189.109	5.1312	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	5	0.0089	80.000	186.806	5.0815	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	6	0.0089	80.000	184.989	5.0421	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	7	0.0089	80.000	182.793	4.9943	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	8	0.0089	80.000	NA	NA	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
AS0	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	860.000	S03-41	10	9	0.0089	80.000	NA	NA	192.176	5.1957	182.539	4.9888	212.022	5.6135	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	1	0.0200	180.000	202.373	5.4131	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	2	0.0200	180.000	211.992	5.6127	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	3	0.0200	180.000	219.971	5.7753	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	4	0.0200	180.000	227.798	5.9330	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	5	0.0200	180.000	226.062	5.8982	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	6	0.0200	180.000	216.985	5.7149	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	7	0.0200	180.000	207.863	5.5273	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	8	0.0200	180.000	191.091	5.1728	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-ach7úuk7-f-m	ach7u8uk7	1080.000	S03-41	12	9	0.0200	180.000	174.795	4.8181	211.431	5.5970	172.750	4.7728	228.237	5.9417	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	1	0.0200	180.000	284.366	7.0022	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	2	0.0200	180.000	254.295	6.4480	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	3	0.0200	180.000	249.186	6.3509	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	4	0.0200	180.000	246.852	6.3062	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	5	0.0200	180.000	249.088	6.3490	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	6	0.0200	180.000	254.443	6.4512	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	7	0.0200	180.000	252.059	6.4057	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	8	0.0200	180.000	244.793	6.2663	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
ULT1	jch7úuk7-jch7úuk7-f-m	jch7u8uk7	1050.000	S03-42	10	9	0.0200	180.000	234.695	6.0690	252.205	6.4063	229.765	5.9721	295.746	7.2072	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	1	0.0144	130.000	190.289	5.1567	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	2	0.0144	130.000	190.069	5.1519	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	3	0.0144	130.000	187.711	5.1011	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	4	0.0144	130.000	185.528	5.0539	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	5	0.0144	130.000	184.774	5.0375	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	6	0.0144	130.000	185.291	5.0487	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	7	0.0144	130.000	184.838	5.0388	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	8	0.0144	130.000	187.210	5.0901	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AST1	qálaq-qálq-g-m	qa8lq	1370.000	S03-43	18	9	0.0144	130.000	189.572	5.1412	187.254	5.0911	181.358	4.9630	190.616	5.1637	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	1	0.0122	110.000	199.135	5.3447	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	2	0.0122	110.000	190.792	5.1673	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	3	0.0122	110.000	183.493	5.0095	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	4	0.0122	110.000	177.107	4.8694	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	5	0.0122	110.000	172.904	4.7762	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	6	0.0122	110.000	170.658	4.7261	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	7	0.0122	110.000	168.569	4.6792	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	8	0.0122	110.000	168.003	4.6665	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	630.000	S03-44	8	9	0.0122	110.000	174.153	4.8038	178.373	4.8949	166.911	4.6419	206.064	5.4897	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	1	0.0144	130.000	226.977	5.9164	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	2	0.0144	130.000	226.054	5.8981	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	3	0.0144	130.000	229.183	5.9605	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	4	0.0144	130.000	232.263	6.0216	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	5	0.0144	130.000	234.223	6.0603	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	6	0.0144	130.000	234.512	6.0660	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	7	0.0144	130.000	229.420	5.9650	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	8	0.0144	130.000	225.124	5.8777	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
OLT1	qajóoq7-qajóoq7-g-m	qajo8oq7	910.000	S03-44	10	9	0.0144	130.000	284.546	6.9998	235.665	6.0823	218.330	5.7424	302.447	7.3240	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	760.000	S03-45	9	1	0.0111	100.000	202.687	5.4196	178.409	4.8931	151.904	4.2975	206.357	5.4962	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	760.000	S03-45	9	2	0.0111	100.000	196.272	5.2843	178.409	4.8931	151.904	4.2975	206.357	5.4962	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	760.000	S03-45	9	3	0.0111	100.000	189.259	5.1344	178.409	4.8931	151.904	4.2975	206.357	5.4962	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	760.000	S03-45	9	4	0.0111	100.000	182.248	4.9823	178.409	4.8931	151.904	4.2975	206.357	5.4962	136.9622	461.0454	S03
AS0	qajóoq7-qajóoq7-g-m	qajo8oq7	760.000	S03-45	9	5	0.0111	100.000	176.036	4.8458	178.409	4.8931	151.904	4.2975	206.357	5.4962	136.9622	461.0454	S03
